startdate,starttime,enddate,endtime,status,progress,duration_in_secs,finished,recordeddate,responseid,distributionchannel,userlanguage,current_info_receipt,how_do_you_want_info,recyclable_paper_disposal,nonrecyclable_paper_disposal,cardboard_boxboard_disposal,recyclable_glass_disposal,specialty_glass_disposal,recyclable_plastics_disposal,plastic_bag_disposal,bulky_plastic_disposal,polystyrene_foam_disposal,recyclable_metals_disposal,specialty_metals_disposal,e_waste_disposal,misc_items_disposal,accepted_item_in_trash,accepted_item_in_recycling,not_accepted_item_in_trash,not_accepted_item_in_recycling,unsure_item_in_trash,unsure_item_in_recycling,specialty_recycle_dropoff,what_happens_unwashed,what_happens_bagged,what_happens_unsure
2020-10-23,16:18:23,2020-10-23,18:32:28,IP Address,100,8044,True,2020-10-23 18:32:28,R_3EiGE3R4dsrKKWg,anonymous,EN,The Capital Area Recycling And Trash website,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,"Trash Cart,Other (such as can and bottle return or compost)",Trash Cart,Take to Drop-off Recycling Center,Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Neither likely nor unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-23,18:35:17,2020-10-23,18:40:30,IP Address,100,312,True,2020-10-23 18:40:30,R_3g6CifOucuXDDgI,anonymous,EN,A school/commercial business/and/or my place of work,Information on my recycling cart,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,"Trash Cart,Other (such as can and bottle return or compost)",Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Somewhat unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,18:28:47,2020-10-23,18:40:57,IP Address,100,730,True,2020-10-23 18:40:58,R_RRDSzLTJjizG3zb,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Trash Cart,"Trash Cart,Other (such as can and bottle return or compost)",Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Somewhat unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Somewhat unlikely,Extremely unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-23,18:48:52,2020-10-23,18:59:36,IP Address,100,644,True,2020-10-23 18:59:36,R_1ezBoKw5WPrGlcJ,anonymous,EN,Mailed pamphlets/flyers/or newsletters,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,"Trash Cart,Other (such as can and bottle return or compost)",Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,"Trash Cart,Other (such as can and bottle return or compost)","Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Trash Cart,"Recycling Cart,Other (such as can and bottle return or compost)","Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)","Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)","Trash Cart,Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Extremely unlikely,Extremely likely,Neither likely nor unlikely,Extremely unlikely,Somewhat likely,Extremely unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,18:52:11,2020-10-23,19:00:00,IP Address,100,469,True,2020-10-23 19:00:00,R_1QGuzmYZhpAqOaJ,anonymous,EN,The Capital Area Recycling And Trash website,"The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,"Recycling Cart,Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Recycling Cart,NA,"Trash Cart,Other (such as can and bottle return or compost)","Trash Cart,Other (such as can and bottle return or compost)",Extremely unlikely,Extremely likely,Somewhat likely,Somewhat unlikely,Somewhat likely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Ask someone I know (friend/family/coworker/neighbor/etc) if it is recyclable and dispose of the item according to their direction.
2020-10-23,17:50:16,2020-10-23,19:16:07,IP Address,100,5151,True,2020-10-23 19:16:07,R_3CUi5Jdp5sielRl,anonymous,EN,"A school/commercial business/and/or my place of work,Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website",The Recycle Coach and/or Lansing Connect app,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,"Trash Cart,Recycling Cart",Recycling Cart,"Trash Cart,Take to Drop-off Recycling Center",Trash Cart,Trash Cart,Recycling Cart,Trash Cart,"Trash Cart,Take to Drop-off Recycling Center",Trash Cart,NA,NA,NA,NA,NA,NA,NA,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Recycle the item.
2020-10-23,19:17:00,2020-10-23,19:21:02,IP Address,100,242,True,2020-10-23 19:21:02,R_1j8GsAN0Sm6zUxn,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling And Trash website","The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Other (such as can and bottle return or compost),Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,Taken out of the bags by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,20:11:00,2020-10-23,20:16:30,IP Address,100,329,True,2020-10-23 20:16:30,R_qw6yTLyhXNubePT,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website,The City of Lansing social media pages",Trash Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,NA,"Trash Cart,Recycling Cart",Trash Cart,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-23,20:23:39,2020-10-23,20:29:52,IP Address,100,373,True,2020-10-23 20:29:52,R_2CTwz6Cl7QuU2kA,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Recycling Cart,Trash Cart,Trash Cart,Somewhat unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Neither likely nor unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-23,21:04:49,2020-10-23,21:09:09,IP Address,100,260,True,2020-10-23 21:09:09,R_1dKZiiotqUH0E3k,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website",Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Somewhat likely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Somewhat unlikely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Ask someone I know (friend/family/coworker/neighbor/etc) if it is recyclable and dispose of the item according to their direction.
2020-10-23,21:10:55,2020-10-23,21:17:24,IP Address,100,388,True,2020-10-23 21:17:24,R_210QE9rrdqn40e3,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Other (such as can and bottle return or compost),Recycling Cart,Trash Cart,Trash Cart,Somewhat unlikely,Somewhat likely,Extremely likely,Extremely unlikely,Extremely likely,Somewhat unlikely,Extremely unlikely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-23,21:41:29,2020-10-23,21:46:34,IP Address,100,305,True,2020-10-23 21:46:34,R_zShtOsakLIltNx7,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website",Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,"Recycling Cart,Take to Drop-off Recycling Center","Recycling Cart,Other (such as can and bottle return or compost)",Trash Cart,Recycling Cart,"Trash Cart,Recycling Cart",Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Extremely unlikely,NA,Extremely likely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,21:53:57,2020-10-23,22:03:30,IP Address,100,573,True,2020-10-23 22:03:30,R_2sSArqRYPEGqYLI,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website,The City of Lansing social media pages,The Recycle Coach and/or Lansing Connect app","Trash Cart,Recycling Cart",Trash Cart,Recycling Cart,"Trash Cart,Recycling Cart",Take to Drop-off Recycling Center,"Trash Cart,Recycling Cart","Trash Cart,Other (such as can and bottle return or compost)",Trash Cart,Trash Cart,"Recycling Cart,Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,"Trash Cart,Take to Drop-off Recycling Center",Neither likely nor unlikely,Somewhat likely,Extremely likely,Extremely unlikely,Extremely likely,Somewhat unlikely,Neither likely nor unlikely,I am unsure of what happens to unwashed recyclable items.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,22:06:45,2020-10-23,22:11:55,IP Address,100,309,True,2020-10-23 22:11:55,R_6XyVEfOMu0vaSuR,anonymous,EN,"The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Trash Cart,Trash Cart,Recycling Cart,Recycling Cart,NA,Recycling Cart,NA,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,NA,Somewhat unlikely,Extremely likely,Extremely likely,Extremely unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Ask someone I know (friend/family/coworker/neighbor/etc) if it is recyclable and dispose of the item according to their direction.
2020-10-23,23:27:57,2020-10-23,23:36:49,IP Address,100,531,True,2020-10-23 23:36:49,R_3emAWvo36f0jY75,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app","Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website,The City of Lansing social media pages,The Recycle Coach and/or Lansing Connect app","Trash Cart,Recycling Cart,Other (such as can and bottle return or compost)","Trash Cart,Other (such as can and bottle return or compost)","Recycling Cart,Take to Drop-off Recycling Center","Recycling Cart,Take to Drop-off Recycling Center","Trash Cart,Take to Drop-off Recycling Center",Recycling Cart,"Trash Cart,Other (such as can and bottle return or compost)","Recycling Cart,Take to Drop-off Recycling Center","Trash Cart,Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Recycling Cart,"Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)","Trash Cart,Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)","Trash Cart,Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,Rejected by the recycling collectors before pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-24,01:51:31,2020-10-24,01:55:02,IP Address,100,210,True,2020-10-24 01:55:02,R_qxbdsuk1BjrNhzH,anonymous,EN,"Information on my recycling cart,The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app",The Recycle Coach and/or Lansing Connect app,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Trash Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Somewhat unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Extremely likely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,Disposed of into the trash by the recycling center after pick-up.,Ask someone I know (friend/family/coworker/neighbor/etc) if it is recyclable and dispose of the item according to their direction.
2020-10-24,04:24:03,2020-10-24,04:30:21,IP Address,100,377,True,2020-10-24 04:30:22,R_3pyuuVlPMUEqTmh,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart",Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,Trash Cart,Trash Cart,NA,Trash Cart,Recycling Cart,Recycling Cart,NA,NA,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Cleaned by the recycling center after pick-up.,Taken out of the bags by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-24,04:57:12,2020-10-24,05:05:25,IP Address,100,492,True,2020-10-24 05:05:26,R_124RzCXmJM8Hh6E,anonymous,EN,The Capital Area Recycling And Trash website,Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,NA,Trash Cart,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Extremely likely,Somewhat unlikely,Somewhat unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-24,05:36:35,2020-10-24,05:39:24,IP Address,100,168,True,2020-10-24 05:39:24,R_wMnZDJluSVlymad,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Somewhat likely,Extremely unlikely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Recycle the item.
2020-10-24,06:54:14,2020-10-24,06:57:57,IP Address,100,223,True,2020-10-24 06:57:58,R_2zdx09Xfv1XB9JG,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Trash Cart,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-24,06:57:46,2020-10-24,07:02:50,IP Address,100,303,True,2020-10-24 07:02:50,R_2fJKvE9XiVUPXC5,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters","Information on my recycling cart,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,"Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Extremely unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Recycle the item.
2020-10-24,07:02:10,2020-10-24,07:06:36,IP Address,100,265,True,2020-10-24 07:06:36,R_3MhcDFDdwvIgCht,anonymous,EN,Friends/family/and/or neighbors,Friends/family/and/or neighbors,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Somewhat likely,Extremely likely,Extremely likely,Somewhat unlikely,Extremely likely,Extremely unlikely,Extremely unlikely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-24,06:55:43,2020-10-24,07:07:10,IP Address,100,686,True,2020-10-24 07:07:10,R_2Bmk5yZSdQjifuB,anonymous,EN,Mailed pamphlets/flyers/or newsletters,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Trash Cart,Recycling Cart,"Trash Cart,Other (such as can and bottle return or compost)",Trash Cart,Other (such as can and bottle return or compost),Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),"Trash Cart,Other (such as can and bottle return or compost)",Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-24,07:15:08,2020-10-24,07:21:54,IP Address,100,406,True,2020-10-24 07:21:55,R_24emLcapgeSCov2,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,NA,Recycling Cart,Take to Drop-off Recycling Center,NA,Take to Drop-off Recycling Center,Recycling Cart,NA,Take to Drop-off Recycling Center,NA,Extremely unlikely,Extremely likely,Somewhat unlikely,Extremely unlikely,Somewhat unlikely,Extremely unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-24,07:16:01,2020-10-24,07:23:07,IP Address,100,426,True,2020-10-24 07:23:08,R_2V8zGRBxp4udmtg,anonymous,EN,"Friends/family/and/or neighbors,The Capital Area Recycling And Trash website,The City of Lansing social media pages","Friends/family/and/or neighbors,Information on my recycling cart,The Capital Area Recycling and Trash website,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,NA,"Trash Cart,Take to Drop-off Recycling Center",Trash Cart,Trash Cart,Trash Cart,Trash Cart,Somewhat unlikely,Somewhat likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-24,07:23:51,2020-10-24,07:28:40,IP Address,100,289,True,2020-10-24 07:28:40,R_3F3z0MqkIwO0nwR,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart",Information on my recycling cart,Recycling Cart,Trash Cart,Recycling Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-24,08:02:43,2020-10-24,08:08:28,IP Address,100,345,True,2020-10-24 08:08:29,R_2S7grkq9ZpbDHpi,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The City of Lansing social media pages","Mailed pamphlets/flyers/or newsletters,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,NA,Trash Cart,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Trash Cart,Extremely unlikely,Somewhat likely,Extremely unlikely,Somewhat unlikely,Neither likely nor unlikely,Extremely likely,Somewhat unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-24,08:29:21,2020-10-24,08:32:52,IP Address,100,211,True,2020-10-24 08:32:52,R_3R4oIUHMpsMA7cM,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app","The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Trash Cart,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-24,09:31:07,2020-10-24,09:35:03,IP Address,100,235,True,2020-10-24 09:35:03,R_838V4xD0j17LPW1,anonymous,EN,Friends/family/and/or neighbors,"Information on my recycling cart,The Capital Area Recycling and Trash website,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Trash Cart,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Trash Cart,Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Extremely likely,Somewhat unlikely,Extremely unlikely,Disposed of into the trash by the recycling center after pick-up.,Taken out of the bags by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-24,09:41:32,2020-10-24,09:47:27,IP Address,100,354,True,2020-10-24 09:47:28,R_1K2dzXwE3Z8vAyC,anonymous,EN,A school/commercial business/and/or my place of work,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website,The City of Lansing social media pages,The Recycle Coach and/or Lansing Connect app","Recycling Cart,Other (such as can and bottle return or compost)",Trash Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Somewhat unlikely,Somewhat unlikely,Extremely likely,Extremely likely,Neither likely nor unlikely,Extremely likely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Recycle the item.
2020-10-24,09:57:11,2020-10-24,10:01:35,IP Address,100,263,True,2020-10-24 10:01:35,R_2zd6lj5dzFvyZRH,anonymous,EN,Mailed pamphlets/flyers/or newsletters,Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Neither likely nor unlikely,Extremely likely,Extremely likely,Neither likely nor unlikely,Extremely likely,Neither likely nor unlikely,Neither likely nor unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-24,10:49:49,2020-10-24,10:52:59,IP Address,100,189,True,2020-10-24 10:53:00,R_28ZKNY0yTfBHF4d,anonymous,EN,Friends/family/and/or neighbors,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website,The City of Lansing social media pages,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Trash Cart,Trash Cart,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Extremely likely,Somewhat unlikely,Extremely unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-24,10:50:18,2020-10-24,10:58:22,IP Address,100,483,True,2020-10-24 10:58:23,R_ai0nXEtWuS9gdTr,anonymous,EN,"A school/commercial business/and/or my place of work,Friends/family/and/or neighbors,The Capital Area Recycling And Trash website","A school/commercial business/and/or my place of work,Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Trash Cart,Trash Cart,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Trash Cart,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Ask someone I know (friend/family/coworker/neighbor/etc) if it is recyclable and dispose of the item according to their direction.
